1.1.1.37	malate dehydrogenase	0.022	-	NAD+	Tv-1973	Trichomonas vaginalis	-	7	286670	
1.1.1.37	malate dehydrogenase	0.024	-	NAD+	-	Coccochloris peniocystis	-	7	286664	
1.1.1.37	malate dehydrogenase	0.024	-	NAD+	pH and temperature not specified in the publication	Nitrosomonas europaea	-	7	740926	
1.1.1.37	malate dehydrogenase	0.026	-	NAD+	30°C	Thermus thermophilus	-	7	286640	
1.1.1.37	malate dehydrogenase	0.027	-	NAD+	pH 7.6, native enzyme	Echinococcus granulosus	Q704F5	7	656753	
1.1.1.37	malate dehydrogenase	0.0279	-	NAD+	10°C, pH 10.0	Flavobacterium frigidimaris	-	7	668012	
1.1.1.37	malate dehydrogenase	0.028	-	NAD+	recombinant enzyme, pH 8.0, 80°C	Pyrobaculum islandicum	-	7	686623	
1.1.1.37	malate dehydrogenase	0.0286	-	NAD+	20°C, pH 10.0	Flavobacterium frigidimaris	-	7	668012	
1.1.1.37	malate dehydrogenase	0.0299	-	NAD+	30°C, pH 10.0	Flavobacterium frigidimaris	-	7	668012	
1.1.1.37	malate dehydrogenase	0.033	-	NAD+	pH 7.6, recombinant enzyme with a poly-His tail	Echinococcus granulosus	Q704F5	7	656753	
1.1.1.37	malate dehydrogenase	0.036	-	NAD+	pH 7.6, recombinant protein fusions with glutathione S-transferase	Echinococcus granulosus	Q704F5	7	656753	
1.1.1.37	malate dehydrogenase	0.0382	-	NAD+	40°C, pH 10.0	Flavobacterium frigidimaris	-	7	668012	
1.1.1.37	malate dehydrogenase	0.042	-	NAD+	pH 8.0, temperature not specified in the publication; pH 9.6, 22°C, recombinant enzyme	Taenia solium	-	7	722201	
1.1.1.37	malate dehydrogenase	0.042	-	NAD+	pH 8.0, temperature not specified in the publication; pH 9.6, 22°C, recombinant enzyme	Taenia solium	F1C7I4	7	722201	
1.1.1.37	malate dehydrogenase	0.048	-	NAD+	-	Rhodobacter capsulatus	-	7	286657	
1.1.1.37	malate dehydrogenase	0.05	-	NAD+	-	Taenia solium	-	7	700562	
1.1.1.37	malate dehydrogenase	0.069	-	NAD+	cytosolic isoenzyme	Leishmania major	-	7	670193	
1.1.1.37	malate dehydrogenase	0.0699	-	NAD+	Tv 10-02	Trichomonas vaginalis	-	7	286670	
1.1.1.37	malate dehydrogenase	0.07	-	NAD+	-	Trichomonas gallinae	-	7	286670	
1.1.1.37	malate dehydrogenase	0.085	-	NAD+	pH 9.0, 25°C, dimeric enzyme form	Rhodopseudomonas palustris	-	7	667752	
