2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.01	-	D-fructose 6-phosphate	pH 7.0, 30°C	Naegleria fowleri	-	87	642075	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.032	-	D-fructose 6-phosphate	pH 7.0, 25°C, presence of 0.005 mM D-fructose 1,6-diphosphate	Musa cavendishii	-	87	640518	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.038	-	D-fructose 6-phosphate	-	Entamoeba histolytica	-	87	640449, 642100	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.04	-	D-fructose 6-phosphate	native enzyme, pH 7.0, 25°C	Entamoeba histolytica	Q27651	87	642107	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.045	-	D-fructose 6-phosphate	recombinant His-tagged enzyme, pH 7.0, 25°C	Entamoeba histolytica	Q27651	87	642107	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.05	-	D-fructose 6-phosphate	pH 6.8, 25°C, in presence of fructose 2,6-bisphosphate	Brassica nigra	-	87	642106	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.05	-	D-fructose 6-phosphate	pH 7.2, 30°C	Bruguiera sexangula	-	87	663038	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.15	-	D-fructose 6-phosphate	-	Saccharum hybrid cultivar	-	87	686910	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.2	-	D-fructose 6-phosphate	pH 6.8, 25°C	Xanthomonas campestris pv. campestris	B0RP51	87	737553	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.23	-	D-fructose 6-phosphate	pH 6.0, 50°C	Dictyoglomus thermophilum	-	87	642111	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.23	-	D-fructose 6-phosphate	pH 8.0, 25°C	Vigna radiata	-	87	642084	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.24	-	D-fructose 6-phosphate	at pH 7.5 and 30°C	Methylosinus trichosporium	-	87	721566	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.24	-	D-fructose 6-phosphate	pH 8.0, 25°C	Propionibacterium freudenreichii subsp. shermanii	-	87	642084	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.27	-	D-fructose 6-phosphate	pH 7.5, 30°C	Toxoplasma gondii	-	87	642076	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.3	0.38	D-fructose 6-phosphate	-	Solanum lycopersicum	-	87	642096	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.3	0.38	D-fructose 6-phosphate	-	Triticum aestivum	-	87	642097	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.3	0.38	D-fructose 6-phosphate	pH 7.2, 30°C	Rhodospirillum rubrum	-	87	642083	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.53	-	D-fructose 6-phosphate	pH 7.0, 37°C	Treponema pallidum	-	87	642118	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.53	-	D-fructose 6-phosphate	pH 8.0, 25°C	Solanum tuberosum	-	87	642088	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.64	-	D-fructose 6-phosphate	in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, at 30°C	Methylomicrobium alcaliphilum	-	87	723748	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.65	-	D-fructose 6-phosphate	at pH 7.5 and 30°C	Methylobacterium nodulans	-	87	721566	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.65	-	D-fructose 6-phosphate	at pH 7.5 and 30°C	Methylobacterium nodulans	B8IF02	87	721566	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	0.8	-	D-fructose 6-phosphate	-	Hexamita inflata	-	87	642108	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	1.1	-	D-fructose 6-phosphate	pH 7.0, 25°C	Musa cavendishii	-	87	640518	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	1.6	-	D-fructose 6-phosphate	pH 7.2, 30°C, presence of 0.15 mM NaCl	Bruguiera sexangula	-	87	663038	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	2.2	-	D-fructose 6-phosphate	37°C	Porphyromonas gingivalis	-	87	642117	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	2.2	-	D-fructose 6-phosphate	37°C	Porphyromonas gingivalis	Q9FAF8	87	642117	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	2.27	-	D-fructose 6-phosphate	in 0.1 M HEPES-HCl, pH 7.0, at 30°C	Methylococcus capsulatus	-	87	703745	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	3.8	10.6	D-fructose 6-phosphate	pH 7.5, 25°C; with diphosphate	Glycine max	-	87	642090	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	3.8	10.6	D-fructose 6-phosphate	with diphosphate	Oryza sativa	-	87	642095	
2.7.1.90	diphosphate-fructose-6-phosphate 1-phosphotransferase	3.8	10.6	D-fructose 6-phosphate	with diphosphate	Vigna radiata	-	87	640438	
