3.2.1.26	beta-fructofuranosidase	11000	-	7 * 11000, gel filtration in presence of SDS	Ricinus communis	-	136102	
3.2.1.26	beta-fructofuranosidase	26900	-	1 * 46700 + 1 * 26900, SDS-PAGE	Aspergillus terreus	-	731028	
3.2.1.26	beta-fructofuranosidase	28000	-	SDS-PAGE	Saccharum officinarum	-	700787	
3.2.1.26	beta-fructofuranosidase	35400	-	gel filtration	Pseudomonas fluorescens	-	136103	
3.2.1.26	beta-fructofuranosidase	37000	-	gel filtration	Clostridium perfringens	-	136064	
3.2.1.26	beta-fructofuranosidase	40000	-	x * 66000 + x * 43000 + x * 40000, SDS-PAGE	Woodfordia fruticosa	-	655708	
3.2.1.26	beta-fructofuranosidase	41000	-	2 * 41000, SDS-PAGE	Trametes sanguinea	-	136115	
3.2.1.26	beta-fructofuranosidase	43000	-	x * 66000 + x * 43000 + x * 40000, SDS-PAGE	Woodfordia fruticosa	-	655708	
3.2.1.26	beta-fructofuranosidase	44298	-	1 * 47000, SDS-PAGE, 1 * 44298, MALDI TOF-MS	Thermotoga neapolitana	-	708454	
3.2.1.26	beta-fructofuranosidase	46700	-	1 * 46700 + 1 * 26900, SDS-PAGE	Aspergillus terreus	-	731028	
3.2.1.26	beta-fructofuranosidase	47000	-	2 * 47000, SDS-PAGE	Rhodotorula glutinis	-	656948	
3.2.1.26	beta-fructofuranosidase	47000	-	gel filtration and PAGE	Thermotoga neapolitana	-	708454	
3.2.1.26	beta-fructofuranosidase	48500	-	non-denaturing PAGE	Raphanus sativus	-	136105	
3.2.1.26	beta-fructofuranosidase	50000	-	4 * 50000, isozymes SAI and CWI, SDS-PAGE	Malus domestica	-	665943	
3.2.1.26	beta-fructofuranosidase	53000	-	x * 53000, SDS-PAGE	Triticum aestivum	-	136087	
3.2.1.26	beta-fructofuranosidase	54870	-	x * 55000, SDS-PAGE, x * 54870, MALDI-MS	uncultured bacterium	C0LIF8	716998	
3.2.1.26	beta-fructofuranosidase	55000	-	x * 55000, SDS-PAGE, x * 54870, MALDI-MS	uncultured bacterium	C0LIF8	716998	
3.2.1.26	beta-fructofuranosidase	57000	-	gel filtration	Azotobacter chroococcum	-	136133	
3.2.1.26	beta-fructofuranosidase	58000	-	x * 58000, SDS-PAGE	Helianthus tuberosus	-	136078	
3.2.1.26	beta-fructofuranosidase	59000	-	1 * 59000, SDS-PAGE	Azotobacter chroococcum	-	136133	
3.2.1.26	beta-fructofuranosidase	59000	-	invertase I, gel filtration	Avena sativa	-	136110	
3.2.1.26	beta-fructofuranosidase	59156	-	x * 59156, calculated for recombinant protein. x * 60000, SDS-PAGE	Bifidobacterium longum	A2TLS9	714973	
3.2.1.26	beta-fructofuranosidase	60000	-	4 * 60000, isozyme IT I, SDS-PAGE	Phyllostachys edulis	-	665023	
