1.17.4.1	ribonucleoside-diphosphate reductase	31000	-	4 * 37 442.98, subunit R2, mass spectrometry, 4 * 31000, recombinant subunit R2, SDS-PAGE	Human gammaherpesvirus 8	-	713645	
1.17.4.1	ribonucleoside-diphosphate reductase	34000	-	x * 34000, R2F subunit, DSD-PAGE	Corynebacterium glutamicum	-	703813	
1.17.4.1	ribonucleoside-diphosphate reductase	36000	-	alpha2,beta2, 2 * 70000 + 2 * 36000, SDS-PAGE	Salmonella enterica subsp. enterica serovar Typhimurium	-	437976	
1.17.4.1	ribonucleoside-diphosphate reductase	37900	-	alpha,beta2, 1 * 81200 + 2 * 37900, deduced from nucleotide sequence	Corynebacterium ammoniagenes	O69273	437981	
1.17.4.1	ribonucleoside-diphosphate reductase	39000	-	alpha2,betabeta‘, 2 * 96900 (PFR1) + 1 * 40600 (PFR2) + 1 * 39000 (PFR4), SDS-PAGE	Plasmodium falciparum	-	659727	
1.17.4.1	ribonucleoside-diphosphate reductase	40600	-	alpha2,betabeta‘, 2 * 96900 (PFR1) + 1 * 40600 (PFR2) + 1 * 39000 (PFR4), SDS-PAGE	Plasmodium falciparum	-	659727	
1.17.4.1	ribonucleoside-diphosphate reductase	45000	-	4 * 45000 + 1 * 45000 + 1 * 75000, regenerating liver	Rattus norvegicus	-	437918	
1.17.4.1	ribonucleoside-diphosphate reductase	47000	-	4 * 107000, subunit NrdA + 4 * 47000, subunit NrdB, SDS-PAGE	Pseudomonas aeruginosa	-	674627	
1.17.4.1	ribonucleoside-diphosphate reductase	60200	-	2 * 60200, dimer appears to dissociate in the absence of Ca2+ into monomers, SDS-PAGE	Kitasatospora aureofaciens	-	437979	
1.17.4.1	ribonucleoside-diphosphate reductase	70000	-	alpha2,beta2, 2 * 70000 + 2 * 36000, SDS-PAGE	Salmonella enterica subsp. enterica serovar Typhimurium	-	437976	
1.17.4.1	ribonucleoside-diphosphate reductase	75000	-	2 * 90000 + x * 75000, most likely 1 75000 Da subunit, SDS-PAGE	Tetradesmus obliquus	-	437918	
1.17.4.1	ribonucleoside-diphosphate reductase	75000	-	4 * 45000 + 1 * 45000 + 1 * 75000, regenerating liver	Rattus norvegicus	-	437918	
1.17.4.1	ribonucleoside-diphosphate reductase	79800	-	subunit NrdE, SDS-PAGE and calculated	Bacillus anthracis	Q81G56	727885	
1.17.4.1	ribonucleoside-diphosphate reductase	81200	-	alpha,beta2, 1 * 81200 + 2 * 37900, deduced from nucleotide sequence	Corynebacterium ammoniagenes	O69273	437981	
1.17.4.1	ribonucleoside-diphosphate reductase	90000	-	2 * 90000 + x * 75000, most likely 1 75000 Da subunit, SDS-PAGE	Tetradesmus obliquus	-	437918	
1.17.4.1	ribonucleoside-diphosphate reductase	96900	-	alpha2,betabeta‘, 2 * 96900 (PFR1) + 1 * 40600 (PFR2) + 1 * 39000 (PFR4), SDS-PAGE	Plasmodium falciparum	-	659727	
1.17.4.1	ribonucleoside-diphosphate reductase	100000	-	alpha,beta, 1 * 100000 + 1 * 100000, Molt F4 lymphoblast cells	Homo sapiens	-	437918	
1.17.4.1	ribonucleoside-diphosphate reductase	107000	-	4 * 107000, subunit NrdA + 4 * 47000, subunit NrdB, SDS-PAGE	Pseudomonas aeruginosa	-	674627	
1.17.4.1	ribonucleoside-diphosphate reductase	125900	-	5 mM Ca2+, gel filtration	Kitasatospora aureofaciens	-	437979	
1.17.4.1	ribonucleoside-diphosphate reductase	160000	-	gel filtration	Corynebacterium ammoniagenes	O69273	437981	
1.17.4.1	ribonucleoside-diphosphate reductase	250000	-	gel filtration	Plasmodium falciparum	-	659727	
1.17.4.1	ribonucleoside-diphosphate reductase	428000	-	tetramer, calculated from sequence	Pseudomonas aeruginosa	Q9I4I1	746517	
