1.1.1.95	phosphoglycerate dehydrogenase	35000	-	monomer, gel filtration, pH 5	Entamoeba histolytica	-	725917	
1.1.1.95	phosphoglycerate dehydrogenase	35000	-	SDS-PAGE	Sulfolobus tokodaii	-	684698	
1.1.1.95	phosphoglycerate dehydrogenase	56410	-	deduced from cDNA	Aphanothece halophytica	-	687641	
1.1.1.95	phosphoglycerate dehydrogenase	56800	-	4 * 56800	Homo sapiens	O43175	698189	
1.1.1.95	phosphoglycerate dehydrogenase	57000	-	SDS-PAGE	Aphanothece halophytica	-	687641	
1.1.1.95	phosphoglycerate dehydrogenase	57000	-	x * 57000, SDS-PAGE	Mus musculus	-	700437	
1.1.1.95	phosphoglycerate dehydrogenase	60000	-	4 * 60000, SDS-PAGE	Oryctolagus cuniculus	-	287539	
1.1.1.95	phosphoglycerate dehydrogenase	66453	-	x * 66453 and 90000, DNA sequence analysis and SDS-PAGE	Arabidopsis thaliana	-	287549	
1.1.1.95	phosphoglycerate dehydrogenase	70000	-	homodimer, gel filtration, pH 7	Entamoeba histolytica	-	725917	
1.1.1.95	phosphoglycerate dehydrogenase	166000	-	gel filtration	Bacillus subtilis	-	287537	
1.1.1.95	phosphoglycerate dehydrogenase	207300	-	analytical ultracentrifugation	Mycobacterium marinum	-	737556	
1.1.1.95	phosphoglycerate dehydrogenase	207300	-	analytical ultracentrifugation	Mycobacterium smegmatis	-	737556	
1.1.1.95	phosphoglycerate dehydrogenase	207300	-	analytical ultracentrifugation	Streptomyces coelicolor	Q9Z564	737556	
1.1.1.95	phosphoglycerate dehydrogenase	247000	-	HPLC gel filtration	Oryctolagus cuniculus	-	287539	
1.1.1.95	phosphoglycerate dehydrogenase	250000	-	gel filtration	Glycine max	-	287540	
