4.1.3.27	anthranilate synthase	14000	-	1 * 14000 + 1 * 70000, gel filtration or sucrose density gradient centrifugation after separation of subunits	Acinetobacter calcoaceticus	-	33282
4.1.3.27	anthranilate synthase	18000	-	2 * 18000 + 2 * 71000	Comamonas testosteroni	-	33283
4.1.3.27	anthranilate synthase	18000	-	2 * 18000 + 2 * 71000	Delftia acidovorans	-	33283
4.1.3.27	anthranilate synthase	18000	-	alpha2beta2, 2 * 18000 + 2 * 50000, SDS-PAGE	Archaeoglobus fulgidus	-	664871
4.1.3.27	anthranilate synthase	20000	-	2 * 20000 + 2 * 50000, Gln-dependent enzyme, composed of 2 NH4+-dependent subunits and of 2 amidotransferase subunits, I2II2, gel filtration	Hansenula henricii	-	33291
4.1.3.27	anthranilate synthase	21050	-	calculated, beta, PabA subunit	Chromobacterium violaceum	-	692505
4.1.3.27	anthranilate synthase	21050	-	calculated, beta, PabA subunit	Chromobacterium violaceum	Q7P0J9	692505
4.1.3.27	anthranilate synthase	21100	-	1 * 57000 + 1 * 23000, SDS-PAGE, 1 * 48500 + 1 * 21100, deduced from gene sequence	Thermococcus kodakarensis	Q9YGB3	649565
4.1.3.27	anthranilate synthase	21913	-	2 * 47743 + 2 * 21913, deduced from amino acid sequence	Sulfolobus solfataricus	-	677906
4.1.3.27	anthranilate synthase	23000	-	1 * 57000 + 1 * 23000, SDS-PAGE, 1 * 48500 + 1 * 21100, deduced from gene sequence	Thermococcus kodakarensis	Q9YGB3	649565
4.1.3.27	anthranilate synthase	25500	-	2 * 25500 + 2 * 67000, SDS-PAGE	Catharanthus roseus	-	33305
4.1.3.27	anthranilate synthase	28000	-	1 * 28000 + 1 * 72000, gel filtration after separation of subunits	Streptomyces sp.	-	33293
4.1.3.27	anthranilate synthase	37000	-	1 * 37000 + 1 * 60000, isoenzyme AS-b, SDS-PAGE	Ailanthus altissima	-	33301
4.1.3.27	anthranilate synthase	47743	-	2 * 47743 + 2 * 21913, deduced from amino acid sequence	Sulfolobus solfataricus	-	677906
4.1.3.27	anthranilate synthase	47930	-	calculated, probable anthranilate synthase ORF CV0568	Chromobacterium violaceum	-	692505
4.1.3.27	anthranilate synthase	47930	-	calculated, probable anthranilate synthase ORF CV0568	Chromobacterium violaceum	Q7P0J9	692505
4.1.3.27	anthranilate synthase	48500	-	1 * 57000 + 1 * 23000, SDS-PAGE, 1 * 48500 + 1 * 21100, deduced from gene sequence	Thermococcus kodakarensis	Q9YGB3	649565
4.1.3.27	anthranilate synthase	50000	-	alpha2beta2, 2 * 18000 + 2 * 50000, SDS-PAGE	Archaeoglobus fulgidus	-	664871
4.1.3.27	anthranilate synthase	50000	-	NH4-dependent enzyme, i.e. component I, gel filtration	Hansenula henricii	-	33291
4.1.3.27	anthranilate synthase	54020	-	calculated, alpha, TrpE subunit	Chromobacterium violaceum	-	692505
4.1.3.27	anthranilate synthase	54020	-	calculated, alpha, TrpE subunit	Chromobacterium violaceum	Q7P0J9	692505
