1.4.1.14	glutamate synthase (NADH)	17500	-	2 * 91000 + 2 * 86000 + 2 * 68000 + 2 * 31000 + 2 * 17500, SDS-PAGE	Clostridium pasteurianum	-	391474	
1.4.1.14	glutamate synthase (NADH)	31000	-	2 * 91000 + 2 * 86000 + 2 * 68000 + 2 * 31000 + 2 * 17500, SDS-PAGE	Clostridium pasteurianum	-	391474	
1.4.1.14	glutamate synthase (NADH)	68000	-	2 * 91000 + 2 * 86000 + 2 * 68000 + 2 * 31000 + 2 * 17500, SDS-PAGE	Clostridium pasteurianum	-	391474	
1.4.1.14	glutamate synthase (NADH)	86000	-	2 * 91000 + 2 * 86000 + 2 * 68000 + 2 * 31000 + 2 * 17500, SDS-PAGE	Clostridium pasteurianum	-	391474	
1.4.1.14	glutamate synthase (NADH)	91000	-	2 * 91000 + 2 * 86000 + 2 * 68000 + 2 * 31000 + 2 * 17500, SDS-PAGE	Clostridium pasteurianum	-	391474	
1.4.1.14	glutamate synthase (NADH)	195000	-	1 * 195000, SDS-PAGE	Vicia faba	-	391488	
1.4.1.14	glutamate synthase (NADH)	200000	-	1 * 200000, SDS-PAGE	Neurospora crassa	-	391476	
1.4.1.14	glutamate synthase (NADH)	200000	-	NADH-GOGAT II, gel filtration	Phaseolus vulgaris	-	391473	
1.4.1.14	glutamate synthase (NADH)	222000	-	gel filtration	Vicia faba	-	391488	
1.4.1.14	glutamate synthase (NADH)	235000	-	ultracentrifugation	Lupinus angustifolius	-	391470	
1.4.1.14	glutamate synthase (NADH)	236000	-	native PAGE	Vicia faba	-	391488	
1.4.1.14	glutamate synthase (NADH)	240000	-	NADH-GOGAT I, gel filtration	Phaseolus vulgaris	-	391473	
1.4.1.14	glutamate synthase (NADH)	240000	-	sedimentation studies	Chlamydomonas reinhardtii	-	392019	
1.4.1.14	glutamate synthase (NADH)	240000	-	x * 240000	Arabidopsis thaliana	-	697908	
1.4.1.14	glutamate synthase (NADH)	240000	-	x * 240000, about, DNA sequence calculation	Arabidopsis thaliana	Q9LV03	656996	
1.4.1.14	glutamate synthase (NADH)	241000	-	NADH-GOGAT I and II, estimated from amino acid sequence	Phaseolus vulgaris	-	689483	
1.4.1.14	glutamate synthase (NADH)	590000	-	gel filtration	Clostridium pasteurianum	-	391474	
