2.7.7.4	sulfate adenylyltransferase	40540	-	isozyme APS1, calculated from sequence of cDNA	Camellia sinensis	-	694749	
2.7.7.4	sulfate adenylyltransferase	40540	-	isozyme APS1, calculated from sequence of cDNA	Camellia sinensis	Q1HL01	694749	
2.7.7.4	sulfate adenylyltransferase	40540	-	isozyme APS1, calculated from sequence of cDNA	Camellia sinensis	Q1HL02	694749	
2.7.7.4	sulfate adenylyltransferase	40540	-	isozyme APS1, calculated from sequence of cDNA	Camellia sinensis	Q1W2K0	694749	
2.7.7.4	sulfate adenylyltransferase	44000	-	2 * 44000, SDS-PAGE	Geobacillus stearothermophilus	-	643292	
2.7.7.4	sulfate adenylyltransferase	47000	-	-	Desulfovibrio desulfuricans	-	690263	
2.7.7.4	sulfate adenylyltransferase	47100	-	3 * 47100, electrospray mass spectrometry	Desulfovibrio desulfuricans	-	643294	
2.7.7.4	sulfate adenylyltransferase	48000	-	x * 48000, SDS-PAGE	Spinacia oleracea	-	643258	
2.7.7.4	sulfate adenylyltransferase	49000	-	4 * 49000, chloroplastic enzyme, SDS-PAGE	Spinacia oleracea	-	643282	
2.7.7.4	sulfate adenylyltransferase	50000	-	4 * 50000, cytosolic enzyme, SDS-PAGE	Spinacia oleracea	-	643282	
2.7.7.4	sulfate adenylyltransferase	50000	-	alpha2beta, 2 * 50000 + 1 * 53000, SDS-PAGE	Archaeoglobus fulgidus	-	643275	
2.7.7.4	sulfate adenylyltransferase	50000	-	enzyme functions as a 2 * 50000 Da homodimer	Glycine max	Q8SAG1	671601	
2.7.7.4	sulfate adenylyltransferase	50000	-	SDS-PAGE	 SDS-PAGE and gel filtration	Allium cepa	-	673697
2.7.7.4	sulfate adenylyltransferase	50000	-	SDS-PAGE	 SDS-PAGE and gel filtration	Allium cepa	Q9SDP4	673697
2.7.7.4	sulfate adenylyltransferase	51780	-	isozyme APS2, calculated from sequence of cDNA	Camellia sinensis	-	694749	
2.7.7.4	sulfate adenylyltransferase	51780	-	isozyme APS2, calculated from sequence of cDNA	Camellia sinensis	Q1HL01	694749	
2.7.7.4	sulfate adenylyltransferase	51780	-	isozyme APS2, calculated from sequence of cDNA	Camellia sinensis	Q1HL02	694749	
2.7.7.4	sulfate adenylyltransferase	51780	-	isozyme APS2, calculated from sequence of cDNA	Camellia sinensis	Q1W2K0	694749	
2.7.7.4	sulfate adenylyltransferase	51810	-	calculated from sequence of cDNA	Allium cepa	-	673697	
2.7.7.4	sulfate adenylyltransferase	51810	-	calculated from sequence of cDNA	Allium cepa	Q9SDP4	673697	
2.7.7.4	sulfate adenylyltransferase	52000	-	predicted from cDNA sequence, enzyme functions as a 100 kDa homodimer	Glycine max	Q8SAG1	671601	
2.7.7.4	sulfate adenylyltransferase	52300	-	1 * 52300, enzyme form ATPSc, SDS-PAGE	Euglena gracilis	-	643278	
2.7.7.4	sulfate adenylyltransferase	53000	-	alpha2beta, 2 * 50000 + 1 * 53000, SDS-PAGE	Archaeoglobus fulgidus	-	643275	
2.7.7.4	sulfate adenylyltransferase	55000	-	1 * 55000, enzyme form ATPSm, SDS-PAGE	Euglena gracilis	-	643278	
2.7.7.4	sulfate adenylyltransferase	57000	-	2 * 57000, SDS-PAGE	Archaeoglobus fulgidus	-	643291	
2.7.7.4	sulfate adenylyltransferase	60490	-	1 * 60490, calculated from amino acid sequence	Acidithiobacillus ferrooxidans	-	721772	
2.7.7.4	sulfate adenylyltransferase	61100	-	recombinant isozyme APS1, SDS-PAGE	Camellia sinensis	-	694749	
2.7.7.4	sulfate adenylyltransferase	61100	-	recombinant isozyme APS1, SDS-PAGE	Camellia sinensis	Q1HL01	694749	
2.7.7.4	sulfate adenylyltransferase	61100	-	recombinant isozyme APS1, SDS-PAGE	Camellia sinensis	Q1HL02	694749	
2.7.7.4	sulfate adenylyltransferase	61100	-	recombinant isozyme APS1, SDS-PAGE	Camellia sinensis	Q1W2K0	694749	
2.7.7.4	sulfate adenylyltransferase	62800	-	4 * 62800, calculation from amino acid sequence	Aquifex aeolicus	-	643286	
2.7.7.4	sulfate adenylyltransferase	62800	-	4 * 62800, calculation from amino acid sequence	Aquifex aeolicus	O67174	643286	
2.7.7.4	sulfate adenylyltransferase	63000	-	x * 63000, SDS-PAGE	Neurospora crassa	-	643258	
2.7.7.4	sulfate adenylyltransferase	64500	-	1 * 64500, recombinant enzyme, SDS-PAGE	Acidithiobacillus ferrooxidans	-	721772	
2.7.7.4	sulfate adenylyltransferase	65000	-	x * 65000, SDS-PAGE	Aspergillus nidulans	-	643258	
2.7.7.4	sulfate adenylyltransferase	66000	-	enzyme ATPSm and ATPSc, gel filtration	Euglena gracilis	-	643278	
2.7.7.4	sulfate adenylyltransferase	70200	-	recombinant isozyme APS2, SDS-PAGE	Camellia sinensis	-	694749	
2.7.7.4	sulfate adenylyltransferase	70200	-	recombinant isozyme APS2, SDS-PAGE	Camellia sinensis	Q1HL01	694749	
2.7.7.4	sulfate adenylyltransferase	70200	-	recombinant isozyme APS2, SDS-PAGE	Camellia sinensis	Q1HL02	694749	
2.7.7.4	sulfate adenylyltransferase	70200	-	recombinant isozyme APS2, SDS-PAGE	Camellia sinensis	Q1W2K0	694749	
2.7.7.4	sulfate adenylyltransferase	85000	-	gel filtration	Synechococcus sp.	-	643274	
2.7.7.4	sulfate adenylyltransferase	100000	-	gel filtration	Geobacillus stearothermophilus	-	643292	
2.7.7.4	sulfate adenylyltransferase	108000	-	glycerol density gradient centrifugation	Brassica capitata	-	643280	
2.7.7.4	sulfate adenylyltransferase	133000	-	isoform PAPSS1, gel filtration	Homo sapiens	O43252	723546	
2.7.7.4	sulfate adenylyltransferase	138000	-	gel filtration	Desulfovibrio desulfuricans	-	643294	
2.7.7.4	sulfate adenylyltransferase	150000	-	gel filtration	Archaeoglobus fulgidus	-	643275, 643291	
2.7.7.4	sulfate adenylyltransferase	151000	-	gel filtration	Desulfovibrio gigas	-	643294	
2.7.7.4	sulfate adenylyltransferase	170000	-	gel filtration	Spinacia oleracea	-	643282	
2.7.7.4	sulfate adenylyltransferase	260000	-	gel filtration	Aquifex aeolicus	-	643286	
2.7.7.4	sulfate adenylyltransferase	260000	-	gel filtration	Aquifex aeolicus	O67174	643286	
2.7.7.4	sulfate adenylyltransferase	290000	-	gel filtration	Rhodovulum sulfidophilum	-	643276	
