3.2.1.1	alpha-amylase	additional information	-	3 peaks with alpha-amylase activity are detected by gel filtration	393465	
3.2.1.1	alpha-amylase	additional information	-	enzyme forms I and II, gel filtration, overview	664659	
3.2.1.1	alpha-amylase	additional information	-	the modified enzyme TAAMOD acquires a higher molecular weight than the native enzyme TAAUM by 2096 Da	718351	
3.2.1.1	alpha-amylase	10000	-	alpha-amylase I, non-denaturing PAGE	678804	
3.2.1.1	alpha-amylase	14000	-	the difference between the value determined by gel filtration and by nondenaturing gel electrophoresisis is due to hydrophobic interactions between the chromatography matrix and the enzyme molecule, gel filtration	393376	
3.2.1.1	alpha-amylase	22000	-	gel filtration	656951	
3.2.1.1	alpha-amylase	22500	-	1 * 22500, SDS-PAGE	393387	
3.2.1.1	alpha-amylase	22500	-	gel filtration	393406, 393445	
3.2.1.1	alpha-amylase	24000	-	gel filtration	393387	
3.2.1.1	alpha-amylase	25000	-	gel filtration	393391	
3.2.1.1	alpha-amylase	25000	48000	gel filtration	136189	
3.2.1.1	alpha-amylase	26000	-	gel filtration	656951, 677634	
3.2.1.1	alpha-amylase	26000	-	non-denaturing PAGE	690494	
3.2.1.1	alpha-amylase	27000	-	the difference between the value determined by gel filtration and by SDS-PAGE might be due to the affinity of this enzyme for Sephadex G-100, which might have substrate affinity for the enzyme	393374	
3.2.1.1	alpha-amylase	28000	-	x * 28000, SDS-PAGE	393404	
3.2.1.1	alpha-amylase	30000	-	gel filtration at high ionic strength	393367	
3.2.1.1	alpha-amylase	30000	-	isozyme AoA1, gel filtration	665271	
3.2.1.1	alpha-amylase	30000	-	native PAGE	656677	
3.2.1.1	alpha-amylase	31000	-	gel filtration	679338	
3.2.1.1	alpha-amylase	32500	-	x * 32500, SDS-PAGE	718308	
3.2.1.1	alpha-amylase	33000	-	1 * 33000, SDS-PAGE	679338	
3.2.1.1	alpha-amylase	35000	-	SDS-PAGE	702987	
3.2.1.1	alpha-amylase	40000	-	gel filtration	693602	
3.2.1.1	alpha-amylase	40900	-	gel filtration	393380	
3.2.1.1	alpha-amylase	41000	-	-	393366, 393405	
3.2.1.1	alpha-amylase	41000	-	approach to equilibium method	393366	
3.2.1.1	alpha-amylase	41000	-	gel filtration	393406	
3.2.1.1	alpha-amylase	42000	-	calculation of the molecular weight from relationship of retardation coefficient versus molecular weight of marker proteins	393470	
3.2.1.1	alpha-amylase	42000	-	gel filtration and SDS-PAGE	701763	
3.2.1.1	alpha-amylase	42000	-	x * 42000, SDS-PAGE	722877	
3.2.1.1	alpha-amylase	42800	-	x * 42800, SDS-PAGE	664393	
3.2.1.1	alpha-amylase	43000	-	SDS-PAGE	693602	
3.2.1.1	alpha-amylase	43500	-	1 * 43500, SDS-PAGE	393367	
3.2.1.1	alpha-amylase	44000	-	x * 44000, SDS-PAGE	655034	
3.2.1.1	alpha-amylase	44000	48000	-	393406	
3.2.1.1	alpha-amylase	44000	48000	sedimentation measurement	393406	
3.2.1.1	alpha-amylase	45000	-	AMY1 or AMY2, SDS-PAGE	693604	
3.2.1.1	alpha-amylase	45000	-	enzyme form alpha-II, gel filtration	393414	
3.2.1.1	alpha-amylase	45000	-	gel filtration	393403, 656916	
3.2.1.1	alpha-amylase	45000	-	gel filtration at low ionic strength	393367	
3.2.1.1	alpha-amylase	45000	-	isozyme AoA2, gel filtration	665271	
3.2.1.1	alpha-amylase	45000	-	x * 45000, SDS-PAGE	656632	
3.2.1.1	alpha-amylase	45100	-	x * 45100, calculated from sequence	680287	
3.2.1.1	alpha-amylase	46000	-	1 * 46000, alpha-amylase I, SDS-PAGE	664649	
3.2.1.1	alpha-amylase	46000	-	enzyme form Amyl I, gel filtration	393450	
